Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment,Comment
Clients section: Photos without profile links still trigger page reload on click,QATC-920974,3821612,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,03/May/25 12:17 AM,03/May/25 12:17 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Clients section from Connect module

 # Click on any client photo that does not have an assigned profile link

 # Pay attention to the response 

*Actual result:* Photos without profile links still trigger page reload on click - see here [^Video 2025-05-03 03.13.06.mp4]

*Expected result:* Photos without profile links should not trigger any action or page reload when clicked - see here [^Requirement_23.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"03/May/25 12:14 AM;m13.hasan;Requirement_23.png;https://jira.a1qa.com/secure/attachment/2639792/Requirement_23.png","03/May/25 12:14 AM;m13.hasan;Video 2025-05-03 03.13.06.mp4;https://jira.a1qa.com/secure/attachment/2639793/Video+2025-05-03+03.13.06.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1r9c:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Clients section: “Laser Performance” and “MAM” customers are not listed on the webpage, while they are specified in the documentation ",QATC-920970,3821607,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 11:19 PM,02/May/25 11:19 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Connect → Clients
 # Look for “Laser Performance” and “MAM” in the list
 # Compare the list of displayed customers with the documentation 

*Actual result:* “Laser Performance” and “MAM” customers are not listed on the webpage, while they are specified in the documentation - see here [^Video 2025-05-03 02.17.04.mp4]

*Expected result:* {*}{*}Both “Laser Performance” and “MAM” should be listed in the Clients section as specified in the documentation - see here [^Requirement_20.png] &  [^Requirement_21.png]

 ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 11:14 PM;m13.hasan;Requirement_20.png;https://jira.a1qa.com/secure/attachment/2639787/Requirement_20.png","02/May/25 11:14 PM;m13.hasan;Requirement_21.png;https://jira.a1qa.com/secure/attachment/2639788/Requirement_21.png","02/May/25 11:18 PM;m13.hasan;Video 2025-05-03 02.17.04.mp4;https://jira.a1qa.com/secure/attachment/2639786/Video+2025-05-03+02.17.04.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1r88:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Clients section: “Yasmine Ghaemi” and “Jennifer Harris” photos appear in each other’s positions,QATC-920966,3821601,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 10:53 PM,02/May/25 10:53 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients
 # Observe the position of Yasmine Ghaemi and Jennifer Harris with the documentation

*Actual result:* “Yasmine Ghaemi” and “Jennifer Harris” photos appear in each other’s positions - see here [^Screenshot 2025-05-03 014623.png]

*Expected result:* Each client’s photo should appear in the exact position as defined in the documentation - see here [^Requirement_19.png]"," ** *OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 10:48 PM;m13.hasan;Requirement_19.png;https://jira.a1qa.com/secure/attachment/2639779/Requirement_19.png","02/May/25 10:48 PM;m13.hasan;Screenshot 2025-05-03 014623.png;https://jira.a1qa.com/secure/attachment/2639780/Screenshot+2025-05-03+014623.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1r74:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Clients section: “Yasmine Ghaemi” and “Jennifer Harris” names appear in each other’s photo,QATC-920962,3821595,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 10:28 PM,02/May/25 10:28 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Connect → Clients

 # Locate the entries for Yasmine Ghaemi and Jennifer Harris at positions 13th and 16th
 # Compare the client names with the specification 

*Actual result:* “Yasmine Ghaemi” and “Jennifer Harris” names appear in each other’s photo - see here [^Screenshot 2025-05-03 010012.png]

*Expected result:* Each client name should appear in the photo specified in the documentation - see here [^Requirement_17.png] & [^Requirement_18.png]

 ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"02/May/25 10:26 PM;m13.hasan;Requirement_17.png;https://jira.a1qa.com/secure/attachment/2639771/Requirement_17.png","02/May/25 10:26 PM;m13.hasan;Requirement_18.png;https://jira.a1qa.com/secure/attachment/2639772/Requirement_18.png","02/May/25 10:26 PM;m13.hasan;Screenshot 2025-05-03 010012.png;https://jira.a1qa.com/secure/attachment/2639770/Screenshot+2025-05-03+010012.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1r5s:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Connect section: Client “Emcor” appears at 19th position in the client list rather than 14th position as specified,QATC-920953,3821583,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 9:46 PM,02/May/25 9:54 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients

 # Locate the client named Emcor in the list at the 19th position

 # Refer to the requirements to verify its expected position

*Actual result:* Client “Emcor” appears at 19th position in the client list rather than 14th position as specified - see here [^Screenshot 2025-05-03 003510.png]

*Expected result:* According to the documentation, Emcor should be positioned 14th in the client list - see here [^Requirement_16.png]

 ","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"02/May/25 9:44 PM;m13.hasan;Requirement_16.png;https://jira.a1qa.com/secure/attachment/2639760/Requirement_16.png","02/May/25 9:51 PM;m13.hasan;Screenshot 2025-05-03 003510-1.png;https://jira.a1qa.com/secure/attachment/2639763/Screenshot+2025-05-03+003510-1.png","02/May/25 9:45 PM;m13.hasan;Screenshot 2025-05-03 003510.png;https://jira.a1qa.com/secure/attachment/2639759/Screenshot+2025-05-03+003510.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1r34:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,"02/May/25 9:54 PM;m13.hasan;*Screenshot correction:* In the actual result section, see the correct one  !Screenshot 2025-05-03 003510-1.png|thumbnail!;;;",
Clients section: Only 28 customer profiles displayed instead of 30 as specified,QATC-920944,3821566,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 8:33 PM,02/May/25 8:33 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Connect → Clients

 # Observe the list of customer profiles displayed

 # Compare with the specification, which lists 30 customers

*Actual result:* 28 customer profiles displayed instead of 30 as specified - see here [^Screenshot 2025-05-02 233053.png]

*Expected result:* The Clients page should display ** 30 customer profiles as outlined in the documentation - see here [^Video 2025-05-02 23.28.55.mp4]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 8:33 PM;m13.hasan;Screenshot 2025-05-02 233053.png;https://jira.a1qa.com/secure/attachment/2639744/Screenshot+2025-05-02+233053.png","02/May/25 8:30 PM;m13.hasan;Video 2025-05-02 23.28.55.mp4;https://jira.a1qa.com/secure/attachment/2639745/Video+2025-05-02+23.28.55.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1qzc:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Connect section: Caleb Colpitts profile redirects to Kate Cleaves' website link when clicking the picture,QATC-920911,3821389,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 3:04 PM,02/May/25 3:04 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients

 # Click on the picture or the name of Caleb Colpitts at the 10th position

 # Observe the content displayed on the page - see here [^Video 2025-05-02 17.41.05.mp4]

*Actual result:* Caleb Colpitts profile redirects to Kate Cleaves' website link that is [http://www.katecleaves.com|http://www.katecleaves.com/] when clicking the picture - see here [^Screenshot 2025-05-02 165657.png]

*Expected result:* Clicking Caleb Colpitts should redirect to [http://calebcolpitts.com/] as mentioned in the specification - see here [^Requirement_15.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 3:02 PM;m13.hasan;Requirement_15.png;https://jira.a1qa.com/secure/attachment/2639643/Requirement_15.png","02/May/25 3:02 PM;m13.hasan;Screenshot 2025-05-02 165657.png;https://jira.a1qa.com/secure/attachment/2639642/Screenshot+2025-05-02+165657.png","02/May/25 3:02 PM;m13.hasan;Video 2025-05-02 17.41.05.mp4;https://jira.a1qa.com/secure/attachment/2639644/Video+2025-05-02+17.41.05.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1pww:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Connect section: Client “Alex Ching” appears at 26th position in the client list rather than 10th position as specified,QATC-920909,3821373,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 2:26 PM,02/May/25 2:26 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients

 # Locate the client named Alex Ching in the list

 # Refer to the requirements to verify its expected position

*Actual result:* Client “Alex Ching” appears at 26th position in the client list rather than 10th position as specified - see here [^Screenshot 2025-05-02 171851.png]

*Expected result:* According to the documentation, Alex Ching should be positioned at 10th in the client list - see here [^Requirement_14.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 2:25 PM;m13.hasan;Requirement_14.png;https://jira.a1qa.com/secure/attachment/2639622/Requirement_14.png","02/May/25 2:25 PM;m13.hasan;Screenshot 2025-05-02 171851.png;https://jira.a1qa.com/secure/attachment/2639623/Screenshot+2025-05-02+171851.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1pts:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Connect section: Client “Max & Tara Axler” appears at 12th position in the client list rather than 3rd position as specified,QATC-920907,3821368,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 2:14 PM,02/May/25 2:28 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients

 # Locate the client named Alex Ching in the list

 # Refer to the requirements to verify its expected position

*Actual result:* Client “Max & Tara Axler” appears at 12th position in the client list rather than 3rd position as specified - see here [^Screenshot 2025-05-02 171222.png]

*Expected result:* According to the documentation, Max & Tara Axle should be positioned at 3rd in the client list - see here [^Requirement_13.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 2:11 PM;m13.hasan;Requirement_13.png;https://jira.a1qa.com/secure/attachment/2639620/Requirement_13.png","02/May/25 2:13 PM;m13.hasan;Screenshot 2025-05-02 171222.png;https://jira.a1qa.com/secure/attachment/2639619/Screenshot+2025-05-02+171222.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1pso:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,"02/May/25 2:28 PM;m13.hasan;*Correction*
*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Clients

 # Locate the client named *Max & Tara Axler in the list at position 12th*

 # Refer to the requirements to verify its expected position;;;",
Connect section: “Bio & Press” page missing information about Greg’s life and press articles,QATC-920898,3821344,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 1:31 PM,02/May/25 1:31 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Connect → Bio & Press

 # Observe the content displayed on the page - see here [^Screenshot 2025-05-02 162632.png]

*Actual result:* “Bio & Press” page missing information about Greg’s life and press articles

*Expected result:* The “Bio & Press” page should contain details about Greg’s life and his articles in the press, as specified in the documentation - see here [^Screenshot 2025-05-02 162632.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"02/May/25 1:28 PM;m13.hasan;Requirement_12.png;https://jira.a1qa.com/secure/attachment/2639598/Requirement_12.png","02/May/25 1:27 PM;m13.hasan;Screenshot 2025-05-02 162632.png;https://jira.a1qa.com/secure/attachment/2639599/Screenshot+2025-05-02+162632.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1pnc:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Portrait gallery: Image positions swapped on page 3 compared to the documentation,QATC-920834,3821163,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 3:01 AM,02/May/25 3:01 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the Work tab

 # Click on Portrait to open the Portrait Gallery

 # Go to Page 3 of the gallery

 # Compare the image sequence with the provided documentation 

*Actual result:* Image positions swapped on page 3 compared to the documentation - see here [^Screenshot 2025-05-02 054839.png]

*Expected result:* All images should appear in the correct sequence and position as specified in the documentation - see here [^Requirement_11.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"02/May/25 3:00 AM;m13.hasan;Requirement_11.png;https://jira.a1qa.com/secure/attachment/2639448/Requirement_11.png","02/May/25 3:00 AM;m13.hasan;Screenshot 2025-05-02 054839.png;https://jira.a1qa.com/secure/attachment/2639449/Screenshot+2025-05-02+054839.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1ojk:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Gallery preview: Page enters an unlimited loading state after clicking multiple times on a preview photo,QATC-920823,3821150,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 1:38 AM,02/May/25 1:38 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to the “Work” tab and open any gallery (e.g., Portrait, Lifestyle)

 # Click on a preview photo to open it in full view

 # Repeatedly click the same preview photo multiple times in quick succession

 # Observe the application’s response - see here [^Video 2025-05-01 20.55.31.mp4]

*Actual result:* The page enters an unlimited loading state after clicking multiple times on a preview photo, and the user cannot interact with it unless a manual refresh is performed

*Expected result:* Clicking on a preview photo should open it once. Repeated clicks should not freeze or break the page, and the gallery should remain fully functional","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"02/May/25 1:30 AM;m13.hasan;Video 2025-05-01 20.55.31.mp4;https://jira.a1qa.com/secure/attachment/2639425/Video+2025-05-01+20.55.31.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1oh4:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Lifestyle gallery (Page 5): Preview photo view missing tooltip and expected interaction behavior while viewing,QATC-920814,3821139,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,02/May/25 12:46 AM,02/May/25 12:46 AM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Work → Lifestyle

 # Go to Page 5 of the gallery

 # Click on any preview photo

*Actual result:* Preview photo view missing tooltip and expected interaction behavior at page 5 while viewing - see here [^Video 2025-05-02 01.55.43.mp4]

*Expected result:* All preview photos should display a tooltip with the photo number, and clicking should open a clear, interactive preview area showing all photos from the current page - see here [^Screenshot 2025-05-02 034359.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85

 ",,,,,,,,,,Leads and Reporter only,"02/May/25 12:45 AM;m13.hasan;Screenshot 2025-05-02 034359.png;https://jira.a1qa.com/secure/attachment/2639410/Screenshot+2025-05-02+034359.png","02/May/25 12:42 AM;m13.hasan;Video 2025-05-02 01.55.43.mp4;https://jira.a1qa.com/secure/attachment/2639411/Video+2025-05-02+01.55.43.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1oeo:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
Lifestyle gallery: Image 7 on page 5 fails to load and shows an error pop-up when trying to open ,QATC-920785,3821108,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 10:21 PM,01/May/25 10:21 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Work → Lifestyle Gallery  

 # Go to page 5 

 # Click on image 7 

*Actual result:* Image 7 on page 5 fails to load and shows an error pop-up when trying to open - see here [^Screenshot 2025-05-02 003347.png]

*Expected result:* Image 7 should open in preview without error and display correctly","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 10:19 PM;m13.hasan;Screenshot 2025-05-02 003347.png;https://jira.a1qa.com/secure/attachment/2639375/Screenshot+2025-05-02+003347.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|if1o7s:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Gallery Preview: A cross button appears in the bottom-right corner, and back/next buttons appear in the center of the screen; those are not specified while hovering",QATC-920716,3821021,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 5:44 PM,01/May/25 5:55 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Navigate to Work → Open any gallery

 # Click on an image to open the preview

 # Observe the cross, back, and next buttons - see here [^Screenshot 2025-05-01 195602.png], [^Screenshot 2025-05-01 202508.png], [^Screenshot 2025-05-01 203709.png]

*Actual result:* A cross button appears in the bottom-right corner, and back/next buttons appear in the center of the screen; those are not specified while hovering - see here [^Video 2025-05-01 20.37.44.mp4]

*Expected result:* Only buttons mentioned in the specification should be present, and their positions should follow the documented layout - see here [^Requirement_9.png]","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 5:47 PM;m13.hasan;Requirement_9.1.png;https://jira.a1qa.com/secure/attachment/2639267/Requirement_9.1.png","01/May/25 5:42 PM;m13.hasan;Requirement_9.png;https://jira.a1qa.com/secure/attachment/2639262/Requirement_9.png","01/May/25 5:38 PM;m13.hasan;Screenshot 2025-05-01 195602.png;https://jira.a1qa.com/secure/attachment/2639263/Screenshot+2025-05-01+195602.png","01/May/25 5:36 PM;m13.hasan;Screenshot 2025-05-01 202508.png;https://jira.a1qa.com/secure/attachment/2639266/Screenshot+2025-05-01+202508.png","01/May/25 5:38 PM;m13.hasan;Screenshot 2025-05-01 203709.png;https://jira.a1qa.com/secure/attachment/2639264/Screenshot+2025-05-01+203709.png","01/May/25 5:38 PM;m13.hasan;Video 2025-05-01 20.37.44.mp4;https://jira.a1qa.com/secure/attachment/2639265/Video+2025-05-01+20.37.44.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1np4:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,"01/May/25 5:48 PM;m13.hasan;The correct label has been attached - see here  !Requirement_9.1.png|thumbnail!;;;","01/May/25 5:55 PM;m13.hasan;*Additional information:* This issue is present across all gallery sections throughout the website;;;"
Image Preview: The labels of the Back and Next buttons are not clear while hovering,QATC-920706,3821010,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,m13.hasan,m13.hasan,01/May/25 5:23 PM,01/May/25 5:23 PM,14/Jun/25 2:46 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"*Steps:*
 # Open the application: [https://photostudio.demohoster.com/]
 # Go to Work → Open any gallery (e.g., Portrait)

 # Click on a photo to open the preview modal

 # Observe the Back and Next buttons 

*Actual result:* Image Preview: The labels of the Back and Next buttons are not clear while hovering - see here [^Video 2025-05-01 19.56.47.mp4] and [^Screenshot 2025-05-01 195602.png]

*Expected result:* The Back and Next buttons should have clear labels to indicate navigation direction effectively

*Additional information:* This issue is present across all gallery sections throughout the website","*OS:* Windows 11 Home 64-bit

*Browser:* Google Chrome Version 135.0.7049.85",,,,,,,,,,Leads and Reporter only,"01/May/25 5:07 PM;m13.hasan;Screenshot 2025-05-01 195602.png;https://jira.a1qa.com/secure/attachment/2639248/Screenshot+2025-05-01+195602.png","01/May/25 5:07 PM;m13.hasan;Video 2025-05-01 19.56.47.mp4;https://jira.a1qa.com/secure/attachment/2639247/Video+2025-05-01+19.56.47.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|if1nmo:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
